opportunity_id,category,code,created_at,currency_type,duration,duration_type,fee,image_link,is_archived,is_auto_approve,last_date_to_apply,location,long_description,microscholarship,modified_at,name,role,role_responsibility,short_description,summary,is_likely_test_data,has_badge,has_career_addon,has_panellist,has_dropout_transaction,has_not_started_transaction,num_cohorts,num_eligibility_criteria,num_rewards,num_testimonials,num_tracking_questions
Opportunity#0000000010J0BQN447J6GBG6AE,Internship,IT9AIMD,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Internship Automation 1687842507457,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,3,1,2,1,0
Opportunity#0000000010J0C4XPVDVDRWDR84,Event,ESEDOI3,2024-10-27 03:33:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010TFV64CK4Y6Q0JPDB_image_link.png,,True,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Event Automation 1727614678851,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#0000000010J0MY6B7SQND7P77P,Career,A2IEVOJ,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Virtual,"Long Description, In this Career you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Automation Career 1686820087872,Manager,Testing,Short Description,,False,True,True,False,False,False,1,1,2,2,0
Opportunity#0000000010J1GRKMJH8MARYNAT,Event,EKE28NW,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Event Automation 1695306876072,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010Q9F62J3H98VYE9SX,Event,EFEFGMG,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010SW3CW6C6WZHP33V6_image_link.jpeg,,False,2024-03-09 16:00:00,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",3000.0,2024-03-09 16:00:00,Event Automation Edit 1709302823424,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010J1VQN5E6YJBTFWYM,Event,E32PB1F,2024-07-03 09:46:40,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000107N4RKPZDB8PA7WW0_image_link.jpeg,,False,2024-07-03 09:46:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Event Automation 1719296059492,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,3
Opportunity#0000000010PP2B56Y1F3A9TKC6,Event,EG7B8CJ,2024-07-03 09:46:40,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010TKDT7XBKCVWVKE17_image_link.jpeg,,False,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Event Automation 1723121033403,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,3
Opportunity#0000000010J3NEBNCKKAM9ZSFQ,Internship,IES8HKC,2025-06-15 15:06:40,USD,2.0,Months,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010JD0GN0PQ3V4QH87V_image_link.jpg,,False,2025-10-09 08:53:20,Work From Home,Short Description,120.0,2025-10-09 08:53:20,module testing new,Tester,,Short Description,,True,True,False,False,False,False,1,1,2,2,4
Opportunity#0000000010J3ZQEBM4ECX9829B,Career,AM8G9AQ,2026-02-02 02:40:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010VNT4KZ582ARJ246T_image_link.png,,False,2026-02-02 02:40:00,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2026-02-02 02:40:00,Career Automation 1767700358645,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,2,1,2,0,4
Opportunity#0000000010NPTY4CMVW2A6KYWQ,Career,AE7HXCM,2024-03-09 16:00:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010BM1BRQZ8ZFJ4BZDC_image_link.jpeg,,False,2024-07-03 09:46:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Career Automation 1714983397363,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,4,1,2,0,0
Opportunity#0000000010PTVWXHJ9SXKRKTRW,Career,AT070NE,2023-07-22 04:26:40,USD,30.0,Weeks,100.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Career Automation 1691238809586,Tester,Managing Teaching Head,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",test,False,True,True,False,False,False,1,1,2,3,0
Opportunity#0000000010J4A5JBQF8236BHQ8,Course,UXKV421,2024-03-09 16:00:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010XJFKD0WWEQEJAHWJ_image_link.jpeg,,False,2024-07-03 09:46:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Course Automation 1714984072801,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010HJ53DZPR18RNB6GP,Event,EMSE2X6,2023-11-14 22:13:20,,30.0,Weeks,1.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2019-06-08 13:20:00,Virtual,,0.0,2023-11-14 22:13:20,Event Automation 1703236589457,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,False,False,False,False,False,1,0,0,0,0
Opportunity#0000000010J4BS173B9P5CBZ5G,Masterclass,SIHSHYS,2024-10-27 03:33:20,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010ZY9Z5J4WDTGQFNEG_image_link.png,,False,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Masterclass Automation 1727959983750,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#0000000010J4P6WNG009K1MQ9W,Internship,ID6Y1D9,2025-02-19 21:20:00,USD,42.0,Days,39.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000109FMCYRVB5CVB8G43_image_link.jpg,,False,2025-02-19 21:20:00,Virtual,Autem repellendus U,87.0,2025-02-19 21:20:00,TEST12321,,,Magnam consequatur vel fugiat et aliquid nihil quia proident facere reiciendis mollit enim dolor esse ut,,False,True,False,False,False,False,2,1,1,0,3
